Year,Month,Value,Model,Scenario
2092,3,9.367,MIROC-ES2L,ssp585
2092,9,0,MIROC-ES2L,ssp585
2093,3,9.215,MIROC-ES2L,ssp585
2093,9,0,MIROC-ES2L,ssp585
2094,3,9.137,MIROC-ES2L,ssp585
2094,9,0.001,MIROC-ES2L,ssp585
2095,3,8.725,MIROC-ES2L,ssp585
2095,9,0,MIROC-ES2L,ssp585
2096,3,9.137,MIROC-ES2L,ssp585
2096,9,0,MIROC-ES2L,ssp585
2097,3,9.004,MIROC-ES2L,ssp585
2097,9,0,MIROC-ES2L,ssp585
2098,3,8.854,MIROC-ES2L,ssp585
2098,9,0,MIROC-ES2L,ssp585
2099,3,8.578,MIROC-ES2L,ssp585
2099,9,0,MIROC-ES2L,ssp585
2100,3,8.654,MIROC-ES2L,ssp585
2100,9,0,MIROC-ES2L,ssp585
1979,3,12.83,MIROC6,ssp245
1979,9,6.926,MIROC6,ssp245
1980,3,12.862,MIROC6,ssp245
1980,9,6.94,MIROC6,ssp245
1981,3,12.937,MIROC6,ssp245
1981,9,7.203,MIROC6,ssp245
1982,3,13.107,MIROC6,ssp245
1982,9,7.116,MIROC6,ssp245
1983,3,13.005,MIROC6,ssp245
1983,9,6.221,MIROC6,ssp245
1984,3,12.709,MIROC6,ssp245
1984,9,6.764,MIROC6,ssp245
1985,3,12.976,MIROC6,ssp245
1985,9,6.466,MIROC6,ssp245
1986,3,12.865,MIROC6,ssp245
1986,9,6.81,MIROC6,ssp245
1987,3,12.835,MIROC6,ssp245
1987,9,7.012,MIROC6,ssp245
1988,3,12.836,MIROC6,ssp245
1988,9,7.055,MIROC6,ssp245
1989,3,12.495,MIROC6,ssp245
1989,9,7.015,MIROC6,ssp245
1990,3,12.633,MIROC6,ssp245
1990,9,6.344,MIROC6,ssp245
1991,3,12.418,MIROC6,ssp245
1991,9,7.057,MIROC6,ssp245
1992,3,12.515,MIROC6,ssp245
1992,9,7.455,MIROC6,ssp245
1993,3,12.737,MIROC6,ssp245
1993,9,6.749,MIROC6,ssp245
1994,3,12.905,MIROC6,ssp245
1994,9,6.431,MIROC6,ssp245
1995,3,12.785,MIROC6,ssp245
1995,9,7.057,MIROC6,ssp245
1996,3,12.941,MIROC6,ssp245
1996,9,7.587,MIROC6,ssp245
1997,3,12.918,MIROC6,ssp245
1997,9,7.279,MIROC6,ssp245
1998,3,12.817,MIROC6,ssp245
1998,9,7.354,MIROC6,ssp245
1999,3,13.178,MIROC6,ssp245
1999,9,6.1,MIROC6,ssp245
2000,3,13.177,MIROC6,ssp245
2000,9,7.046,MIROC6,ssp245
2001,3,12.868,MIROC6,ssp245
2001,9,7.03,MIROC6,ssp245
2002,3,12.701,MIROC6,ssp245
2002,9,6.178,MIROC6,ssp245
2003,3,12.483,MIROC6,ssp245
2003,9,6.638,MIROC6,ssp245
2004,3,12.227,MIROC6,ssp245
2004,9,6.084,MIROC6,ssp245
2005,3,12.396,MIROC6,ssp245
2005,9,6.415,MIROC6,ssp245
2006,3,12.297,MIROC6,ssp245
2006,9,6.4,MIROC6,ssp245
2007,3,12.417,MIROC6,ssp245
2007,9,6.219,MIROC6,ssp245
2008,3,12.289,MIROC6,ssp245
2008,9,6.625,MIROC6,ssp245
2009,3,12.4,MIROC6,ssp245
2009,9,6.961,MIROC6,ssp245
2010,3,12.441,MIROC6,ssp245
2010,9,6.178,MIROC6,ssp245
2011,3,12.67,MIROC6,ssp245
2011,9,6.079,MIROC6,ssp245
2012,3,12.63,MIROC6,ssp245
2012,9,6.16,MIROC6,ssp245
2013,3,12.335,MIROC6,ssp245
2013,9,5.232,MIROC6,ssp245
2014,3,12.262,MIROC6,ssp245
2014,9,5.214,MIROC6,ssp245
2015,3,12.738,MIROC6,ssp245
2015,9,5.038,MIROC6,ssp245
2016,3,12.624,MIROC6,ssp245
2016,9,5.468,MIROC6,ssp245
2017,3,12.729,MIROC6,ssp245
2017,9,5.407,MIROC6,ssp245
2018,3,12.762,MIROC6,ssp245
2018,9,5.673,MIROC6,ssp245
2019,3,12.34,MIROC6,ssp245
2019,9,5.981,MIROC6,ssp245
2020,3,12.033,MIROC6,ssp245
2020,9,5.544,MIROC6,ssp245
2021,3,12.588,MIROC6,ssp245
2021,9,6.317,MIROC6,ssp245
2022,3,12.525,MIROC6,ssp245
2022,9,5.347,MIROC6,ssp245
2023,3,12.512,MIROC6,ssp245
2023,9,5.412,MIROC6,ssp245
2024,3,12.238,MIROC6,ssp245
2024,9,4.826,MIROC6,ssp245
2025,3,12.314,MIROC6,ssp245
2025,9,5.114,MIROC6,ssp245
2026,3,12.45,MIROC6,ssp245
2026,9,5.222,MIROC6,ssp245
2027,3,12.241,MIROC6,ssp245
2027,9,5.079,MIROC6,ssp245
2028,3,12.231,MIROC6,ssp245
2028,9,4.674,MIROC6,ssp245
2029,3,11.931,MIROC6,ssp245
2029,9,4.875,MIROC6,ssp245
2030,3,11.821,MIROC6,ssp245
2030,9,4.478,MIROC6,ssp245
2031,3,12.006,MIROC6,ssp245
2031,9,4.343,MIROC6,ssp245
2032,3,11.823,MIROC6,ssp245
2032,9,4.225,MIROC6,ssp245
2033,3,11.769,MIROC6,ssp245
2033,9,3.527,MIROC6,ssp245
2034,3,11.885,MIROC6,ssp245
2034,9,4.191,MIROC6,ssp245
2035,3,11.594,MIROC6,ssp245
2035,9,4.283,MIROC6,ssp245
2036,3,11.652,MIROC6,ssp245
2036,9,4.523,MIROC6,ssp245
2037,3,11.857,MIROC6,ssp245
2037,9,4.021,MIROC6,ssp245
2038,3,12.057,MIROC6,ssp245
2038,9,3.744,MIROC6,ssp245
2039,3,11.904,MIROC6,ssp245
2039,9,4.261,MIROC6,ssp245
2040,3,12.044,MIROC6,ssp245
2040,9,3.874,MIROC6,ssp245
2041,3,11.919,MIROC6,ssp245
2041,9,4.431,MIROC6,ssp245
2042,3,11.644,MIROC6,ssp245
2042,9,3.643,MIROC6,ssp245
2043,3,11.791,MIROC6,ssp245
2043,9,3.085,MIROC6,ssp245
2044,3,11.717,MIROC6,ssp245
2044,9,3.792,MIROC6,ssp245
2045,3,11.482,MIROC6,ssp245
2045,9,4.156,MIROC6,ssp245
2046,3,11.264,MIROC6,ssp245
2046,9,3.734,MIROC6,ssp245
2047,3,11.395,MIROC6,ssp245
2047,9,3.532,MIROC6,ssp245
2048,3,11.634,MIROC6,ssp245
2048,9,2.484,MIROC6,ssp245
2049,3,11.557,MIROC6,ssp245
2049,9,2.151,MIROC6,ssp245
2050,3,11.739,MIROC6,ssp245
2050,9,2.526,MIROC6,ssp245
2051,3,11.739,MIROC6,ssp245
2051,9,2.684,MIROC6,ssp245
2052,3,11.933,MIROC6,ssp245
2052,9,2.469,MIROC6,ssp245
2053,3,11.498,MIROC6,ssp245
2053,9,2.321,MIROC6,ssp245
2054,3,11.055,MIROC6,ssp245
2054,9,2.411,MIROC6,ssp245
2055,3,11.093,MIROC6,ssp245
2055,9,1.725,MIROC6,ssp245
2056,3,11.052,MIROC6,ssp245
2056,9,2.36,MIROC6,ssp245
2057,3,10.984,MIROC6,ssp245
2057,9,0.815,MIROC6,ssp245
2058,3,10.875,MIROC6,ssp245
2058,9,1.703,MIROC6,ssp245
2059,3,10.932,MIROC6,ssp245
2059,9,1.148,MIROC6,ssp245
2060,3,10.984,MIROC6,ssp245
2060,9,0.973,MIROC6,ssp245
2061,3,10.84,MIROC6,ssp245
2061,9,0.808,MIROC6,ssp245
2062,3,10.983,MIROC6,ssp245
2062,9,1.502,MIROC6,ssp245
2063,3,11.149,MIROC6,ssp245
2063,9,1.536,MIROC6,ssp245
2064,3,11.157,MIROC6,ssp245
2064,9,1.652,MIROC6,ssp245
2065,3,10.719,MIROC6,ssp245
2065,9,1.037,MIROC6,ssp245
2066,3,10.59,MIROC6,ssp245
2066,9,0.33,MIROC6,ssp245
2067,3,10.603,MIROC6,ssp245
2067,9,1.565,MIROC6,ssp245
2068,3,10.903,MIROC6,ssp245
2068,9,0.575,MIROC6,ssp245
2069,3,10.738,MIROC6,ssp245
2069,9,0.645,MIROC6,ssp245
2070,3,11.044,MIROC6,ssp245
2070,9,0.301,MIROC6,ssp245
2071,3,10.887,MIROC6,ssp245
2071,9,0.387,MIROC6,ssp245
2072,3,10.866,MIROC6,ssp245
2072,9,0.464,MIROC6,ssp245
2073,3,11.034,MIROC6,ssp245
2073,9,0.458,MIROC6,ssp245
2074,3,10.992,MIROC6,ssp245
2074,9,0.28,MIROC6,ssp245
2075,3,11.295,MIROC6,ssp245
2075,9,0.435,MIROC6,ssp245
2076,3,10.978,MIROC6,ssp245
2076,9,0.231,MIROC6,ssp245
2077,3,10.809,MIROC6,ssp245
2077,9,0.193,MIROC6,ssp245
2078,3,11.236,MIROC6,ssp245
2078,9,0.291,MIROC6,ssp245
2079,3,11.036,MIROC6,ssp245
2079,9,0.837,MIROC6,ssp245
2080,3,10.879,MIROC6,ssp245
2080,9,0.156,MIROC6,ssp245
2081,3,10.893,MIROC6,ssp245
2081,9,0.399,MIROC6,ssp245
2082,3,10.936,MIROC6,ssp245
2082,9,0.659,MIROC6,ssp245
2083,3,10.522,MIROC6,ssp245
2083,9,0.327,MIROC6,ssp245
2084,3,10.888,MIROC6,ssp245
2084,9,0.2,MIROC6,ssp245
2085,3,10.963,MIROC6,ssp245
2085,9,0.231,MIROC6,ssp245
2086,3,10.389,MIROC6,ssp245
2086,9,0.499,MIROC6,ssp245
2087,3,10.628,MIROC6,ssp245
2087,9,0.217,MIROC6,ssp245
2088,3,10.216,MIROC6,ssp245
2088,9,0.039,MIROC6,ssp245
2089,3,10.699,MIROC6,ssp245
2089,9,0.935,MIROC6,ssp245
2090,3,10.917,MIROC6,ssp245
2090,9,1.136,MIROC6,ssp245
2091,3,10.868,MIROC6,ssp245
2091,9,0.436,MIROC6,ssp245
2092,3,10.807,MIROC6,ssp245
2092,9,0.126,MIROC6,ssp245
2093,3,10.464,MIROC6,ssp245
2093,9,0.003,MIROC6,ssp245
2094,3,10.294,MIROC6,ssp245
2094,9,0.003,MIROC6,ssp245
2095,3,10.825,MIROC6,ssp245
2095,9,0.062,MIROC6,ssp245
2096,3,10.347,MIROC6,ssp245
2096,9,0.013,MIROC6,ssp245
2097,3,10.844,MIROC6,ssp245
2097,9,0.082,MIROC6,ssp245
2098,3,10.684,MIROC6,ssp245
2098,9,0.006,MIROC6,ssp245
2099,3,10.719,MIROC6,ssp245
2099,9,0,MIROC6,ssp245
2100,3,10.428,MIROC6,ssp245
2100,9,0.014,MIROC6,ssp245
1979,3,12.83,MIROC6,ssp585
1979,9,6.926,MIROC6,ssp585
1980,3,12.862,MIROC6,ssp585
1980,9,6.94,MIROC6,ssp585
1981,3,12.937,MIROC6,ssp585
1981,9,7.203,MIROC6,ssp585
1982,3,13.107,MIROC6,ssp585
1982,9,7.116,MIROC6,ssp585
1983,3,13.005,MIROC6,ssp585
1983,9,6.221,MIROC6,ssp585
1984,3,12.709,MIROC6,ssp585
1984,9,6.764,MIROC6,ssp585
1985,3,12.976,MIROC6,ssp585
1985,9,6.466,MIROC6,ssp585
1986,3,12.865,MIROC6,ssp585
1986,9,6.81,MIROC6,ssp585
1987,3,12.835,MIROC6,ssp585
1987,9,7.012,MIROC6,ssp585
1988,3,12.836,MIROC6,ssp585
1988,9,7.055,MIROC6,ssp585
1989,3,12.495,MIROC6,ssp585
1989,9,7.015,MIROC6,ssp585
1990,3,12.633,MIROC6,ssp585
1990,9,6.344,MIROC6,ssp585
1991,3,12.418,MIROC6,ssp585
1991,9,7.057,MIROC6,ssp585
1992,3,12.515,MIROC6,ssp585
1992,9,7.455,MIROC6,ssp585
1993,3,12.737,MIROC6,ssp585
1993,9,6.749,MIROC6,ssp585
1994,3,12.905,MIROC6,ssp585
1994,9,6.431,MIROC6,ssp585
1995,3,12.785,MIROC6,ssp585
1995,9,7.057,MIROC6,ssp585
1996,3,12.941,MIROC6,ssp585
1996,9,7.587,MIROC6,ssp585
1997,3,12.918,MIROC6,ssp585
1997,9,7.279,MIROC6,ssp585
1998,3,12.817,MIROC6,ssp585
1998,9,7.354,MIROC6,ssp585
1999,3,13.178,MIROC6,ssp585
1999,9,6.1,MIROC6,ssp585
2000,3,13.177,MIROC6,ssp585
2000,9,7.046,MIROC6,ssp585
2001,3,12.868,MIROC6,ssp585
2001,9,7.03,MIROC6,ssp585
2002,3,12.701,MIROC6,ssp585
2002,9,6.178,MIROC6,ssp585
2003,3,12.483,MIROC6,ssp585
2003,9,6.638,MIROC6,ssp585
2004,3,12.227,MIROC6,ssp585
2004,9,6.084,MIROC6,ssp585
2005,3,12.396,MIROC6,ssp585
2005,9,6.415,MIROC6,ssp585
2006,3,12.297,MIROC6,ssp585
2006,9,6.4,MIROC6,ssp585
2007,3,12.417,MIROC6,ssp585
2007,9,6.219,MIROC6,ssp585
2008,3,12.289,MIROC6,ssp585
2008,9,6.625,MIROC6,ssp585
2009,3,12.4,MIROC6,ssp585
2009,9,6.961,MIROC6,ssp585
2010,3,12.441,MIROC6,ssp585
2010,9,6.178,MIROC6,ssp585
2011,3,12.67,MIROC6,ssp585
2011,9,6.079,MIROC6,ssp585
2012,3,12.63,MIROC6,ssp585
2012,9,6.16,MIROC6,ssp585
2013,3,12.335,MIROC6,ssp585
2013,9,5.232,MIROC6,ssp585
2014,3,12.262,MIROC6,ssp585
2014,9,5.214,MIROC6,ssp585
2015,3,12.769,MIROC6,ssp585
2015,9,5.421,MIROC6,ssp585
2016,3,12.727,MIROC6,ssp585
2016,9,5.651,MIROC6,ssp585
2017,3,12.714,MIROC6,ssp585
2017,9,5.798,MIROC6,ssp585
2018,3,12.599,MIROC6,ssp585
2018,9,5.518,MIROC6,ssp585
2019,3,12.472,MIROC6,ssp585
2019,9,5.136,MIROC6,ssp585
2020,3,12.374,MIROC6,ssp585
2020,9,5.263,MIROC6,ssp585
2021,3,12.334,MIROC6,ssp585
2021,9,5.58,MIROC6,ssp585
2022,3,12.114,MIROC6,ssp585
2022,9,5.472,MIROC6,ssp585
2023,3,12.07,MIROC6,ssp585
2023,9,6.191,MIROC6,ssp585
2024,3,12.041,MIROC6,ssp585
2024,9,5.245,MIROC6,ssp585
2025,3,12.301,MIROC6,ssp585
2025,9,4.396,MIROC6,ssp585
2026,3,12.171,MIROC6,ssp585
2026,9,4.59,MIROC6,ssp585
2027,3,12.237,MIROC6,ssp585
2027,9,4.1,MIROC6,ssp585
2028,3,11.848,MIROC6,ssp585
2028,9,3.557,MIROC6,ssp585
2029,3,11.412,MIROC6,ssp585
2029,9,3.56,MIROC6,ssp585
2030,3,11.824,MIROC6,ssp585
2030,9,3.679,MIROC6,ssp585
2031,3,11.785,MIROC6,ssp585
2031,9,4.078,MIROC6,ssp585
2032,3,12.344,MIROC6,ssp585
2032,9,4.064,MIROC6,ssp585
2033,3,12.511,MIROC6,ssp585
2033,9,4.06,MIROC6,ssp585
2034,3,12.729,MIROC6,ssp585
2034,9,3.925,MIROC6,ssp585
2035,3,12.211,MIROC6,ssp585
2035,9,4.767,MIROC6,ssp585
2036,3,11.948,MIROC6,ssp585
2036,9,3.964,MIROC6,ssp585
2037,3,11.743,MIROC6,ssp585
2037,9,3.483,MIROC6,ssp585
2038,3,12.227,MIROC6,ssp585
2038,9,4.113,MIROC6,ssp585
2039,3,11.853,MIROC6,ssp585
2039,9,4.478,MIROC6,ssp585
2040,3,12.105,MIROC6,ssp585
2040,9,4.094,MIROC6,ssp585
2041,3,11.757,MIROC6,ssp585
2041,9,3.608,MIROC6,ssp585
2042,3,11.822,MIROC6,ssp585
2042,9,3.988,MIROC6,ssp585
2043,3,11.597,MIROC6,ssp585
2043,9,3.514,MIROC6,ssp585
2044,3,11.503,MIROC6,ssp585
2044,9,3.458,MIROC6,ssp585
2045,3,11.704,MIROC6,ssp585
2045,9,3.109,MIROC6,ssp585
2046,3,11.442,MIROC6,ssp585
2046,9,3.641,MIROC6,ssp585
2047,3,11.766,MIROC6,ssp585
2047,9,3.626,MIROC6,ssp585
2048,3,11.652,MIROC6,ssp585
2048,9,3.442,MIROC6,ssp585
2049,3,11.489,MIROC6,ssp585
2049,9,2.941,MIROC6,ssp585
2050,3,11.377,MIROC6,ssp585
2050,9,2.33,MIROC6,ssp585
2051,3,11.248,MIROC6,ssp585
2051,9,1.834,MIROC6,ssp585
2052,3,11.177,MIROC6,ssp585
2052,9,1.822,MIROC6,ssp585
2053,3,11.039,MIROC6,ssp585
2053,9,2.091,MIROC6,ssp585
2054,3,10.945,MIROC6,ssp585
2054,9,1.366,MIROC6,ssp585
2055,3,10.834,MIROC6,ssp585
2055,9,0.501,MIROC6,ssp585
2056,3,10.518,MIROC6,ssp585
2056,9,0.815,MIROC6,ssp585
2057,3,10.999,MIROC6,ssp585
2057,9,0.779,MIROC6,ssp585
2058,3,10.674,MIROC6,ssp585
2058,9,0.74,MIROC6,ssp585
2059,3,11.116,MIROC6,ssp585
2059,9,1.254,MIROC6,ssp585
2060,3,10.897,MIROC6,ssp585
2060,9,2.169,MIROC6,ssp585
2061,3,10.8,MIROC6,ssp585
2061,9,1.574,MIROC6,ssp585
2062,3,10.802,MIROC6,ssp585
2062,9,0.365,MIROC6,ssp585
2063,3,10.8,MIROC6,ssp585
2063,9,0.123,MIROC6,ssp585
2064,3,10.467,MIROC6,ssp585
2064,9,0.414,MIROC6,ssp585
2065,3,10.539,MIROC6,ssp585
2065,9,0.603,MIROC6,ssp585
2066,3,11.073,MIROC6,ssp585
2066,9,0.006,MIROC6,ssp585
2067,3,10.427,MIROC6,ssp585
2067,9,0.003,MIROC6,ssp585
2068,3,10.495,MIROC6,ssp585
2068,9,0.021,MIROC6,ssp585
2069,3,10.264,MIROC6,ssp585
2069,9,0.016,MIROC6,ssp585
2070,3,9.971,MIROC6,ssp585
2070,9,0.004,MIROC6,ssp585
2071,3,9.943,MIROC6,ssp585
2071,9,0.001,MIROC6,ssp585
2072,3,10.134,MIROC6,ssp585
2072,9,0.003,MIROC6,ssp585
2073,3,9.915,MIROC6,ssp585
2073,9,0,MIROC6,ssp585
2074,3,9.896,MIROC6,ssp585
2074,9,0,MIROC6,ssp585
2075,3,9.66,MIROC6,ssp585
2075,9,0.007,MIROC6,ssp585
2076,3,9.255,MIROC6,ssp585
2076,9,0,MIROC6,ssp585
2077,3,9.678,MIROC6,ssp585
2077,9,0,MIROC6,ssp585
2078,3,9.61,MIROC6,ssp585
2078,9,0,MIROC6,ssp585
2079,3,9.197,MIROC6,ssp585
2079,9,0,MIROC6,ssp585
2080,3,9.353,MIROC6,ssp585
2080,9,0,MIROC6,ssp585
2081,3,9.142,MIROC6,ssp585
2081,9,0,MIROC6,ssp585
2082,3,9.248,MIROC6,ssp585
2082,9,0,MIROC6,ssp585
2083,3,9.152,MIROC6,ssp585
2083,9,0,MIROC6,ssp585
2084,3,8.787,MIROC6,ssp585
2084,9,0,MIROC6,ssp585
2085,3,8.699,MIROC6,ssp585
2085,9,0,MIROC6,ssp585
2086,3,7.898,MIROC6,ssp585
2086,9,0,MIROC6,ssp585
2087,3,7.936,MIROC6,ssp585
2087,9,0,MIROC6,ssp585
2088,3,7.636,MIROC6,ssp585
2088,9,0,MIROC6,ssp585
2089,3,7.372,MIROC6,ssp585
2089,9,0,MIROC6,ssp585
2090,3,7.536,MIROC6,ssp585
2090,9,0,MIROC6,ssp585
2091,3,7.902,MIROC6,ssp585
2091,9,0,MIROC6,ssp585
2092,3,8.286,MIROC6,ssp585
2092,9,0,MIROC6,ssp585
2093,3,8.242,MIROC6,ssp585
2093,9,0,MIROC6,ssp585
2094,3,8.103,MIROC6,ssp585
2094,9,0,MIROC6,ssp585
2095,3,8.244,MIROC6,ssp585
2095,9,0,MIROC6,ssp585
2096,3,8.003,MIROC6,ssp585
2096,9,0,MIROC6,ssp585
2097,3,5.788,MIROC6,ssp585
2097,9,0,MIROC6,ssp585
2098,3,6.642,MIROC6,ssp585
2098,9,0,MIROC6,ssp585
2099,3,6.635,MIROC6,ssp585
2099,9,0,MIROC6,ssp585
2100,3,6.121,MIROC6,ssp585
2100,9,0,MIROC6,ssp585
1979,3,16.24,MPI-ESM1-2-HR,ssp245
1979,9,6.119,MPI-ESM1-2-HR,ssp245
1980,3,16.76,MPI-ESM1-2-HR,ssp245
1980,9,6.398,MPI-ESM1-2-HR,ssp245
1981,3,15.63,MPI-ESM1-2-HR,ssp245
1981,9,7.15,MPI-ESM1-2-HR,ssp245
1982,3,15.776,MPI-ESM1-2-HR,ssp245
1982,9,7.072,MPI-ESM1-2-HR,ssp245
1983,3,15.289,MPI-ESM1-2-HR,ssp245
1983,9,6.141,MPI-ESM1-2-HR,ssp245
1984,3,15.939,MPI-ESM1-2-HR,ssp245
1984,9,6.534,MPI-ESM1-2-HR,ssp245
1985,3,16.479,MPI-ESM1-2-HR,ssp245
1985,9,6.419,MPI-ESM1-2-HR,ssp245
1986,3,16.22,MPI-ESM1-2-HR,ssp245
1986,9,6.974,MPI-ESM1-2-HR,ssp245
1987,3,17.471,MPI-ESM1-2-HR,ssp245
1987,9,6.348,MPI-ESM1-2-HR,ssp245
1988,3,16.688,MPI-ESM1-2-HR,ssp245
1988,9,6.576,MPI-ESM1-2-HR,ssp245
1989,3,16.731,MPI-ESM1-2-HR,ssp245
1989,9,7.419,MPI-ESM1-2-HR,ssp245
1990,3,16.213,MPI-ESM1-2-HR,ssp245
1990,9,6.439,MPI-ESM1-2-HR,ssp245
1991,3,15.764,MPI-ESM1-2-HR,ssp245
1991,9,6.676,MPI-ESM1-2-HR,ssp245
1992,3,15.34,MPI-ESM1-2-HR,ssp245
1992,9,6.96,MPI-ESM1-2-HR,ssp245
1993,3,16.12,MPI-ESM1-2-HR,ssp245
1993,9,7.238,MPI-ESM1-2-HR,ssp245
1994,3,16.063,MPI-ESM1-2-HR,ssp245
1994,9,7.392,MPI-ESM1-2-HR,ssp245
1995,3,17.28,MPI-ESM1-2-HR,ssp245
1995,9,6.534,MPI-ESM1-2-HR,ssp245
1996,3,16.869,MPI-ESM1-2-HR,ssp245
1996,9,7.768,MPI-ESM1-2-HR,ssp245
1997,3,16.166,MPI-ESM1-2-HR,ssp245
1997,9,7.133,MPI-ESM1-2-HR,ssp245
1998,3,16.071,MPI-ESM1-2-HR,ssp245
1998,9,7.12,MPI-ESM1-2-HR,ssp245
1999,3,16.103,MPI-ESM1-2-HR,ssp245
1999,9,6.901,MPI-ESM1-2-HR,ssp245
2000,3,15.861,MPI-ESM1-2-HR,ssp245
2000,9,6.847,MPI-ESM1-2-HR,ssp245
2001,3,15.95,MPI-ESM1-2-HR,ssp245
2001,9,6.457,MPI-ESM1-2-HR,ssp245
2002,3,15.73,MPI-ESM1-2-HR,ssp245
2002,9,6.577,MPI-ESM1-2-HR,ssp245
2003,3,15.596,MPI-ESM1-2-HR,ssp245
2003,9,6.194,MPI-ESM1-2-HR,ssp245
2004,3,15.931,MPI-ESM1-2-HR,ssp245
2004,9,5.438,MPI-ESM1-2-HR,ssp245
2005,3,14.858,MPI-ESM1-2-HR,ssp245
2005,9,5.264,MPI-ESM1-2-HR,ssp245
2006,3,15.058,MPI-ESM1-2-HR,ssp245
2006,9,4.803,MPI-ESM1-2-HR,ssp245
2007,3,15.066,MPI-ESM1-2-HR,ssp245
2007,9,4.962,MPI-ESM1-2-HR,ssp245
2008,3,14.894,MPI-ESM1-2-HR,ssp245
2008,9,5.261,MPI-ESM1-2-HR,ssp245
2009,3,14.881,MPI-ESM1-2-HR,ssp245
2009,9,4.893,MPI-ESM1-2-HR,ssp245
2010,3,15.135,MPI-ESM1-2-HR,ssp245
2010,9,5.012,MPI-ESM1-2-HR,ssp245
2011,3,15.1,MPI-ESM1-2-HR,ssp245
2011,9,4.979,MPI-ESM1-2-HR,ssp245
2012,3,14.98,MPI-ESM1-2-HR,ssp245
2012,9,5.283,MPI-ESM1-2-HR,ssp245
2013,3,15.372,MPI-ESM1-2-HR,ssp245
2013,9,5.199,MPI-ESM1-2-HR,ssp245
2014,3,14.534,MPI-ESM1-2-HR,ssp245
2014,9,5.219,MPI-ESM1-2-HR,ssp245
2015,3,14.409,MPI-ESM1-2-HR,ssp245
2015,9,4.542,MPI-ESM1-2-HR,ssp245
2016,3,14.455,MPI-ESM1-2-HR,ssp245
2016,9,5.925,MPI-ESM1-2-HR,ssp245
2017,3,14.994,MPI-ESM1-2-HR,ssp245
2017,9,6.21,MPI-ESM1-2-HR,ssp245
2018,3,14.758,MPI-ESM1-2-HR,ssp245
2018,9,4.87,MPI-ESM1-2-HR,ssp245
2019,3,15.071,MPI-ESM1-2-HR,ssp245
2019,9,5.089,MPI-ESM1-2-HR,ssp245
2020,3,14.797,MPI-ESM1-2-HR,ssp245
2020,9,4.307,MPI-ESM1-2-HR,ssp245
2021,3,14.797,MPI-ESM1-2-HR,ssp245
2021,9,5.352,MPI-ESM1-2-HR,ssp245
2022,3,14.773,MPI-ESM1-2-HR,ssp245
2022,9,4.63,MPI-ESM1-2-HR,ssp245
2023,3,14.729,MPI-ESM1-2-HR,ssp245
2023,9,4.357,MPI-ESM1-2-HR,ssp245
2024,3,14.938,MPI-ESM1-2-HR,ssp245
2024,9,4.386,MPI-ESM1-2-HR,ssp245
2025,3,15.084,MPI-ESM1-2-HR,ssp245
2025,9,3.505,MPI-ESM1-2-HR,ssp245
2026,3,14.429,MPI-ESM1-2-HR,ssp245
2026,9,3.239,MPI-ESM1-2-HR,ssp245
2027,3,14.898,MPI-ESM1-2-HR,ssp245
2027,9,3.143,MPI-ESM1-2-HR,ssp245
2028,3,14.711,MPI-ESM1-2-HR,ssp245
2028,9,2.727,MPI-ESM1-2-HR,ssp245
2029,3,14.587,MPI-ESM1-2-HR,ssp245
2029,9,2.671,MPI-ESM1-2-HR,ssp245
2030,3,14.241,MPI-ESM1-2-HR,ssp245
2030,9,3.059,MPI-ESM1-2-HR,ssp245
2031,3,14.654,MPI-ESM1-2-HR,ssp245
2031,9,3.415,MPI-ESM1-2-HR,ssp245
2032,3,14.819,MPI-ESM1-2-HR,ssp245
2032,9,2.793,MPI-ESM1-2-HR,ssp245
2033,3,14.303,MPI-ESM1-2-HR,ssp245
2033,9,2.766,MPI-ESM1-2-HR,ssp245
2034,3,14.569,MPI-ESM1-2-HR,ssp245
2034,9,2.676,MPI-ESM1-2-HR,ssp245
2035,3,14.537,MPI-ESM1-2-HR,ssp245
2035,9,3.147,MPI-ESM1-2-HR,ssp245
2036,3,14.556,MPI-ESM1-2-HR,ssp245
2036,9,2.317,MPI-ESM1-2-HR,ssp245
2037,3,14.104,MPI-ESM1-2-HR,ssp245
2037,9,3.137,MPI-ESM1-2-HR,ssp245
2038,3,14.302,MPI-ESM1-2-HR,ssp245
2038,9,3.676,MPI-ESM1-2-HR,ssp245
2039,3,15.236,MPI-ESM1-2-HR,ssp245
2039,9,4.43,MPI-ESM1-2-HR,ssp245
2040,3,15.521,MPI-ESM1-2-HR,ssp245
2040,9,4.627,MPI-ESM1-2-HR,ssp245
2041,3,15.059,MPI-ESM1-2-HR,ssp245
2041,9,3.831,MPI-ESM1-2-HR,ssp245
2042,3,15.037,MPI-ESM1-2-HR,ssp245
2042,9,3.55,MPI-ESM1-2-HR,ssp245
2043,3,15.099,MPI-ESM1-2-HR,ssp245
2043,9,4.366,MPI-ESM1-2-HR,ssp245
2044,3,15.098,MPI-ESM1-2-HR,ssp245
2044,9,2.772,MPI-ESM1-2-HR,ssp245
2045,3,14.437,MPI-ESM1-2-HR,ssp245
2045,9,3.954,MPI-ESM1-2-HR,ssp245
2046,3,14.44,MPI-ESM1-2-HR,ssp245
2046,9,3.788,MPI-ESM1-2-HR,ssp245
2047,3,14.994,MPI-ESM1-2-HR,ssp245
