Year,Month,Value,Model,Scenario
2026,9,5.121,CNRM-CM6-1-HR,ssp245
2027,3,14.804,CNRM-CM6-1-HR,ssp245
2027,9,3.814,CNRM-CM6-1-HR,ssp245
2028,3,14.585,CNRM-CM6-1-HR,ssp245
2028,9,5.538,CNRM-CM6-1-HR,ssp245
2029,3,14.731,CNRM-CM6-1-HR,ssp245
2029,9,4.254,CNRM-CM6-1-HR,ssp245
2030,3,14.556,CNRM-CM6-1-HR,ssp245
2030,9,4.141,CNRM-CM6-1-HR,ssp245
2031,3,14.659,CNRM-CM6-1-HR,ssp245
2031,9,5.892,CNRM-CM6-1-HR,ssp245
2032,3,14.69,CNRM-CM6-1-HR,ssp245
2032,9,5.269,CNRM-CM6-1-HR,ssp245
2033,3,14.901,CNRM-CM6-1-HR,ssp245
2033,9,4.859,CNRM-CM6-1-HR,ssp245
2034,3,14.804,CNRM-CM6-1-HR,ssp245
2034,9,3.818,CNRM-CM6-1-HR,ssp245
2035,3,14.986,CNRM-CM6-1-HR,ssp245
2035,9,3.708,CNRM-CM6-1-HR,ssp245
2036,3,14.868,CNRM-CM6-1-HR,ssp245
2036,9,3.706,CNRM-CM6-1-HR,ssp245
2037,3,15.023,CNRM-CM6-1-HR,ssp245
2037,9,4.171,CNRM-CM6-1-HR,ssp245
2038,3,14.946,CNRM-CM6-1-HR,ssp245
2038,9,3.943,CNRM-CM6-1-HR,ssp245
2039,3,15.085,CNRM-CM6-1-HR,ssp245
2039,9,3.731,CNRM-CM6-1-HR,ssp245
2040,3,14.917,CNRM-CM6-1-HR,ssp245
2040,9,4.538,CNRM-CM6-1-HR,ssp245
2041,3,14.765,CNRM-CM6-1-HR,ssp245
2041,9,4,CNRM-CM6-1-HR,ssp245
2042,3,14.641,CNRM-CM6-1-HR,ssp245
2042,9,4.906,CNRM-CM6-1-HR,ssp245
2043,3,14.915,CNRM-CM6-1-HR,ssp245
2043,9,3.962,CNRM-CM6-1-HR,ssp245
2044,3,14.878,CNRM-CM6-1-HR,ssp245
2044,9,3.746,CNRM-CM6-1-HR,ssp245
2045,3,14.522,CNRM-CM6-1-HR,ssp245
2045,9,4.192,CNRM-CM6-1-HR,ssp245
2046,3,14.727,CNRM-CM6-1-HR,ssp245
2046,9,3.229,CNRM-CM6-1-HR,ssp245
2047,3,14.526,CNRM-CM6-1-HR,ssp245
2047,9,3.92,CNRM-CM6-1-HR,ssp245
2048,3,14.438,CNRM-CM6-1-HR,ssp245
2048,9,5.065,CNRM-CM6-1-HR,ssp245
2049,3,14.449,CNRM-CM6-1-HR,ssp245
2049,9,4.772,CNRM-CM6-1-HR,ssp245
2050,3,14.098,CNRM-CM6-1-HR,ssp245
2050,9,4.539,CNRM-CM6-1-HR,ssp245
2051,3,14.088,CNRM-CM6-1-HR,ssp245
2051,9,4.209,CNRM-CM6-1-HR,ssp245
2052,3,14.149,CNRM-CM6-1-HR,ssp245
2052,9,2.962,CNRM-CM6-1-HR,ssp245
2053,3,13.765,CNRM-CM6-1-HR,ssp245
2053,9,3.199,CNRM-CM6-1-HR,ssp245
2054,3,13.899,CNRM-CM6-1-HR,ssp245
2054,9,3.153,CNRM-CM6-1-HR,ssp245
2055,3,13.95,CNRM-CM6-1-HR,ssp245
2055,9,3.476,CNRM-CM6-1-HR,ssp245
2056,3,14.204,CNRM-CM6-1-HR,ssp245
2056,9,2.885,CNRM-CM6-1-HR,ssp245
2057,3,14.044,CNRM-CM6-1-HR,ssp245
2057,9,2.559,CNRM-CM6-1-HR,ssp245
2058,3,13.84,CNRM-CM6-1-HR,ssp245
2058,9,3.25,CNRM-CM6-1-HR,ssp245
2059,3,14.138,CNRM-CM6-1-HR,ssp245
2059,9,1.903,CNRM-CM6-1-HR,ssp245
2060,3,13.476,CNRM-CM6-1-HR,ssp245
2060,9,3.174,CNRM-CM6-1-HR,ssp245
2061,3,13.552,CNRM-CM6-1-HR,ssp245
2061,9,2.93,CNRM-CM6-1-HR,ssp245
2062,3,13.792,CNRM-CM6-1-HR,ssp245
2062,9,0.47,CNRM-CM6-1-HR,ssp245
2063,3,13.576,CNRM-CM6-1-HR,ssp245
2063,9,3.126,CNRM-CM6-1-HR,ssp245
2064,3,13.567,CNRM-CM6-1-HR,ssp245
2064,9,2.236,CNRM-CM6-1-HR,ssp245
2065,3,13.66,CNRM-CM6-1-HR,ssp245
2065,9,1.879,CNRM-CM6-1-HR,ssp245
2066,3,13.626,CNRM-CM6-1-HR,ssp245
2066,9,2.014,CNRM-CM6-1-HR,ssp245
2067,3,13.564,CNRM-CM6-1-HR,ssp245
2067,9,2.001,CNRM-CM6-1-HR,ssp245
2068,3,13.674,CNRM-CM6-1-HR,ssp245
2068,9,1.363,CNRM-CM6-1-HR,ssp245
2069,3,13.42,CNRM-CM6-1-HR,ssp245
2069,9,1.788,CNRM-CM6-1-HR,ssp245
2070,3,13.72,CNRM-CM6-1-HR,ssp245
2070,9,3.348,CNRM-CM6-1-HR,ssp245
2071,3,13.667,CNRM-CM6-1-HR,ssp245
2071,9,1.231,CNRM-CM6-1-HR,ssp245
2072,3,13.836,CNRM-CM6-1-HR,ssp245
2072,9,1.938,CNRM-CM6-1-HR,ssp245
2073,3,13.287,CNRM-CM6-1-HR,ssp245
2073,9,3.11,CNRM-CM6-1-HR,ssp245
2074,3,13.639,CNRM-CM6-1-HR,ssp245
2074,9,2.969,CNRM-CM6-1-HR,ssp245
2075,3,13.835,CNRM-CM6-1-HR,ssp245
2075,9,3.116,CNRM-CM6-1-HR,ssp245
2076,3,13.459,CNRM-CM6-1-HR,ssp245
2076,9,3.377,CNRM-CM6-1-HR,ssp245
2077,3,13.262,CNRM-CM6-1-HR,ssp245
2077,9,0.298,CNRM-CM6-1-HR,ssp245
2078,3,13.501,CNRM-CM6-1-HR,ssp245
2078,9,2.197,CNRM-CM6-1-HR,ssp245
2079,3,13.147,CNRM-CM6-1-HR,ssp245
2079,9,0.671,CNRM-CM6-1-HR,ssp245
2080,3,13.101,CNRM-CM6-1-HR,ssp245
2080,9,1.618,CNRM-CM6-1-HR,ssp245
2081,3,12.974,CNRM-CM6-1-HR,ssp245
2081,9,1.926,CNRM-CM6-1-HR,ssp245
2082,3,13.233,CNRM-CM6-1-HR,ssp245
2082,9,2.133,CNRM-CM6-1-HR,ssp245
2083,3,13.133,CNRM-CM6-1-HR,ssp245
2083,9,1.394,CNRM-CM6-1-HR,ssp245
2084,3,13.198,CNRM-CM6-1-HR,ssp245
2084,9,1.22,CNRM-CM6-1-HR,ssp245
2085,3,13.164,CNRM-CM6-1-HR,ssp245
2085,9,0.251,CNRM-CM6-1-HR,ssp245
2086,3,13.202,CNRM-CM6-1-HR,ssp245
2086,9,1.386,CNRM-CM6-1-HR,ssp245
2087,3,13.21,CNRM-CM6-1-HR,ssp245
2087,9,0.437,CNRM-CM6-1-HR,ssp245
2088,3,12.814,CNRM-CM6-1-HR,ssp245
2088,9,0.003,CNRM-CM6-1-HR,ssp245
2089,3,13.053,CNRM-CM6-1-HR,ssp245
2089,9,0.673,CNRM-CM6-1-HR,ssp245
2090,3,12.833,CNRM-CM6-1-HR,ssp245
2090,9,0.269,CNRM-CM6-1-HR,ssp245
2091,3,13.219,CNRM-CM6-1-HR,ssp245
2091,9,0.297,CNRM-CM6-1-HR,ssp245
2092,3,13.103,CNRM-CM6-1-HR,ssp245
2092,9,1.285,CNRM-CM6-1-HR,ssp245
2093,3,12.913,CNRM-CM6-1-HR,ssp245
2093,9,0.985,CNRM-CM6-1-HR,ssp245
2094,3,12.885,CNRM-CM6-1-HR,ssp245
2094,9,1.716,CNRM-CM6-1-HR,ssp245
2095,3,13.25,CNRM-CM6-1-HR,ssp245
2095,9,0.352,CNRM-CM6-1-HR,ssp245
2096,3,13.281,CNRM-CM6-1-HR,ssp245
2096,9,0.688,CNRM-CM6-1-HR,ssp245
2097,3,12.948,CNRM-CM6-1-HR,ssp245
2097,9,0.724,CNRM-CM6-1-HR,ssp245
2098,3,12.546,CNRM-CM6-1-HR,ssp245
2098,9,0.36,CNRM-CM6-1-HR,ssp245
2099,3,12.858,CNRM-CM6-1-HR,ssp245
2099,9,0.034,CNRM-CM6-1-HR,ssp245
2100,3,12.634,CNRM-CM6-1-HR,ssp245
2100,9,1.663,CNRM-CM6-1-HR,ssp245
1979,3,16.027,CNRM-CM6-1-HR,ssp585
1979,9,7.348,CNRM-CM6-1-HR,ssp585
1980,3,15.931,CNRM-CM6-1-HR,ssp585
1980,9,7.246,CNRM-CM6-1-HR,ssp585
1981,3,15.695,CNRM-CM6-1-HR,ssp585
1981,9,7.345,CNRM-CM6-1-HR,ssp585
1982,3,16.004,CNRM-CM6-1-HR,ssp585
1982,9,7.253,CNRM-CM6-1-HR,ssp585
1983,3,16.056,CNRM-CM6-1-HR,ssp585
1983,9,7.233,CNRM-CM6-1-HR,ssp585
1984,3,15.78,CNRM-CM6-1-HR,ssp585
1984,9,7.037,CNRM-CM6-1-HR,ssp585
1985,3,15.791,CNRM-CM6-1-HR,ssp585
1985,9,6.753,CNRM-CM6-1-HR,ssp585
1986,3,15.542,CNRM-CM6-1-HR,ssp585
1986,9,7.513,CNRM-CM6-1-HR,ssp585
1987,3,16.059,CNRM-CM6-1-HR,ssp585
1987,9,7.403,CNRM-CM6-1-HR,ssp585
1988,3,15.855,CNRM-CM6-1-HR,ssp585
1988,9,7.585,CNRM-CM6-1-HR,ssp585
1989,3,15.812,CNRM-CM6-1-HR,ssp585
1989,9,7.643,CNRM-CM6-1-HR,ssp585
1990,3,15.363,CNRM-CM6-1-HR,ssp585
1990,9,7.454,CNRM-CM6-1-HR,ssp585
1991,3,15.308,CNRM-CM6-1-HR,ssp585
1991,9,7.183,CNRM-CM6-1-HR,ssp585
1992,3,15.814,CNRM-CM6-1-HR,ssp585
1992,9,5.88,CNRM-CM6-1-HR,ssp585
1993,3,16.218,CNRM-CM6-1-HR,ssp585
1993,9,7.726,CNRM-CM6-1-HR,ssp585
1994,3,16.084,CNRM-CM6-1-HR,ssp585
1994,9,7.257,CNRM-CM6-1-HR,ssp585
1995,3,16.158,CNRM-CM6-1-HR,ssp585
1995,9,7.29,CNRM-CM6-1-HR,ssp585
1996,3,16.029,CNRM-CM6-1-HR,ssp585
1996,9,7.178,CNRM-CM6-1-HR,ssp585
1997,3,15.805,CNRM-CM6-1-HR,ssp585
1997,9,6.243,CNRM-CM6-1-HR,ssp585
1998,3,15.812,CNRM-CM6-1-HR,ssp585
1998,9,7.084,CNRM-CM6-1-HR,ssp585
1999,3,15.789,CNRM-CM6-1-HR,ssp585
1999,9,6.877,CNRM-CM6-1-HR,ssp585
2000,3,15.78,CNRM-CM6-1-HR,ssp585
2000,9,6.306,CNRM-CM6-1-HR,ssp585
2001,3,15.941,CNRM-CM6-1-HR,ssp585
2001,9,6.116,CNRM-CM6-1-HR,ssp585
2002,3,15.622,CNRM-CM6-1-HR,ssp585
2002,9,5.895,CNRM-CM6-1-HR,ssp585
2003,3,15.357,CNRM-CM6-1-HR,ssp585
2003,9,6.579,CNRM-CM6-1-HR,ssp585
2004,3,15.459,CNRM-CM6-1-HR,ssp585
2004,9,7.11,CNRM-CM6-1-HR,ssp585
2005,3,15.524,CNRM-CM6-1-HR,ssp585
2005,9,6.907,CNRM-CM6-1-HR,ssp585
2006,3,15.662,CNRM-CM6-1-HR,ssp585
2006,9,6.779,CNRM-CM6-1-HR,ssp585
2007,3,15.568,CNRM-CM6-1-HR,ssp585
2007,9,6.57,CNRM-CM6-1-HR,ssp585
2008,3,15.389,CNRM-CM6-1-HR,ssp585
2008,9,5.429,CNRM-CM6-1-HR,ssp585
2009,3,15.197,CNRM-CM6-1-HR,ssp585
2009,9,6.436,CNRM-CM6-1-HR,ssp585
2010,3,15.434,CNRM-CM6-1-HR,ssp585
2010,9,5.739,CNRM-CM6-1-HR,ssp585
2011,3,15.447,CNRM-CM6-1-HR,ssp585
2011,9,6.692,CNRM-CM6-1-HR,ssp585
2012,3,15.389,CNRM-CM6-1-HR,ssp585
2012,9,6.045,CNRM-CM6-1-HR,ssp585
2013,3,15.251,CNRM-CM6-1-HR,ssp585
2013,9,6.034,CNRM-CM6-1-HR,ssp585
2014,3,15.178,CNRM-CM6-1-HR,ssp585
2014,9,5.357,CNRM-CM6-1-HR,ssp585
2015,3,15.038,CNRM-CM6-1-HR,ssp585
2015,9,6.336,CNRM-CM6-1-HR,ssp585
2016,3,15.055,CNRM-CM6-1-HR,ssp585
2016,9,5.166,CNRM-CM6-1-HR,ssp585
2017,3,14.878,CNRM-CM6-1-HR,ssp585
2017,9,4.623,CNRM-CM6-1-HR,ssp585
2018,3,15.132,CNRM-CM6-1-HR,ssp585
2018,9,4.934,CNRM-CM6-1-HR,ssp585
2019,3,14.741,CNRM-CM6-1-HR,ssp585
2019,9,5.338,CNRM-CM6-1-HR,ssp585
2020,3,14.778,CNRM-CM6-1-HR,ssp585
2020,9,4.784,CNRM-CM6-1-HR,ssp585
2021,3,14.771,CNRM-CM6-1-HR,ssp585
2021,9,4.42,CNRM-CM6-1-HR,ssp585
2022,3,14.911,CNRM-CM6-1-HR,ssp585
2022,9,3.936,CNRM-CM6-1-HR,ssp585
2023,3,14.942,CNRM-CM6-1-HR,ssp585
2023,9,3.717,CNRM-CM6-1-HR,ssp585
2024,3,14.628,CNRM-CM6-1-HR,ssp585
2024,9,4.486,CNRM-CM6-1-HR,ssp585
2025,3,14.306,CNRM-CM6-1-HR,ssp585
2025,9,3.957,CNRM-CM6-1-HR,ssp585
2026,3,14.477,CNRM-CM6-1-HR,ssp585
2026,9,4.251,CNRM-CM6-1-HR,ssp585
2027,3,14.197,CNRM-CM6-1-HR,ssp585
2027,9,3.278,CNRM-CM6-1-HR,ssp585
2028,3,14.383,CNRM-CM6-1-HR,ssp585
2028,9,3.991,CNRM-CM6-1-HR,ssp585
2029,3,14.278,CNRM-CM6-1-HR,ssp585
2029,9,4.068,CNRM-CM6-1-HR,ssp585
2030,3,14.429,CNRM-CM6-1-HR,ssp585
2030,9,2.811,CNRM-CM6-1-HR,ssp585
2031,3,14.626,CNRM-CM6-1-HR,ssp585
2031,9,3.563,CNRM-CM6-1-HR,ssp585
2032,3,14.494,CNRM-CM6-1-HR,ssp585
2032,9,3.969,CNRM-CM6-1-HR,ssp585
2033,3,14.654,CNRM-CM6-1-HR,ssp585
2033,9,3.234,CNRM-CM6-1-HR,ssp585
2034,3,14.533,CNRM-CM6-1-HR,ssp585
2034,9,4.799,CNRM-CM6-1-HR,ssp585
2035,3,14.764,CNRM-CM6-1-HR,ssp585
2035,9,4.338,CNRM-CM6-1-HR,ssp585
2036,3,14.59,CNRM-CM6-1-HR,ssp585
2036,9,3.995,CNRM-CM6-1-HR,ssp585
2037,3,14.46,CNRM-CM6-1-HR,ssp585
2037,9,2.957,CNRM-CM6-1-HR,ssp585
2038,3,14.369,CNRM-CM6-1-HR,ssp585
2038,9,3.181,CNRM-CM6-1-HR,ssp585
2039,3,14.501,CNRM-CM6-1-HR,ssp585
2039,9,3.275,CNRM-CM6-1-HR,ssp585
2040,3,14.729,CNRM-CM6-1-HR,ssp585
2040,9,4.075,CNRM-CM6-1-HR,ssp585
2041,3,14.585,CNRM-CM6-1-HR,ssp585
2041,9,3.498,CNRM-CM6-1-HR,ssp585
2042,3,14.33,CNRM-CM6-1-HR,ssp585
2042,9,2.995,CNRM-CM6-1-HR,ssp585
2043,3,14.433,CNRM-CM6-1-HR,ssp585
2043,9,4.259,CNRM-CM6-1-HR,ssp585
2044,3,14.338,CNRM-CM6-1-HR,ssp585
2044,9,3.774,CNRM-CM6-1-HR,ssp585
2045,3,14.281,CNRM-CM6-1-HR,ssp585
2045,9,3.411,CNRM-CM6-1-HR,ssp585
2046,3,14.583,CNRM-CM6-1-HR,ssp585
2046,9,3.797,CNRM-CM6-1-HR,ssp585
2047,3,14.689,CNRM-CM6-1-HR,ssp585
2047,9,3.993,CNRM-CM6-1-HR,ssp585
2048,3,14.257,CNRM-CM6-1-HR,ssp585
2048,9,3.346,CNRM-CM6-1-HR,ssp585
2049,3,14.484,CNRM-CM6-1-HR,ssp585
2049,9,3.665,CNRM-CM6-1-HR,ssp585
2050,3,14.224,CNRM-CM6-1-HR,ssp585
2050,9,1.435,CNRM-CM6-1-HR,ssp585
2051,3,14.156,CNRM-CM6-1-HR,ssp585
2051,9,3.643,CNRM-CM6-1-HR,ssp585
2052,3,13.794,CNRM-CM6-1-HR,ssp585
2052,9,1.854,CNRM-CM6-1-HR,ssp585
2053,3,13.902,CNRM-CM6-1-HR,ssp585
2053,9,1.005,CNRM-CM6-1-HR,ssp585
2054,3,13.653,CNRM-CM6-1-HR,ssp585
2054,9,3.171,CNRM-CM6-1-HR,ssp585
2055,3,13.763,CNRM-CM6-1-HR,ssp585
2055,9,2.549,CNRM-CM6-1-HR,ssp585
2056,3,13.434,CNRM-CM6-1-HR,ssp585
2056,9,1.333,CNRM-CM6-1-HR,ssp585
2057,3,13.634,CNRM-CM6-1-HR,ssp585
2057,9,2.692,CNRM-CM6-1-HR,ssp585
2058,3,13.485,CNRM-CM6-1-HR,ssp585
2058,9,1.352,CNRM-CM6-1-HR,ssp585
2059,3,13.259,CNRM-CM6-1-HR,ssp585
2059,9,2.61,CNRM-CM6-1-HR,ssp585
2060,3,12.874,CNRM-CM6-1-HR,ssp585
2060,9,2.268,CNRM-CM6-1-HR,ssp585
2061,3,13.071,CNRM-CM6-1-HR,ssp585
2061,9,0.465,CNRM-CM6-1-HR,ssp585
2062,3,12.789,CNRM-CM6-1-HR,ssp585
2062,9,1.175,CNRM-CM6-1-HR,ssp585
2063,3,13.506,CNRM-CM6-1-HR,ssp585
2063,9,1.291,CNRM-CM6-1-HR,ssp585
2064,3,13.453,CNRM-CM6-1-HR,ssp585
2064,9,2.231,CNRM-CM6-1-HR,ssp585
2065,3,13.135,CNRM-CM6-1-HR,ssp585
2065,9,1.462,CNRM-CM6-1-HR,ssp585
2066,3,13.122,CNRM-CM6-1-HR,ssp585
2066,9,0.534,CNRM-CM6-1-HR,ssp585
2067,3,13.035,CNRM-CM6-1-HR,ssp585
2067,9,0.709,CNRM-CM6-1-HR,ssp585
2068,3,12.724,CNRM-CM6-1-HR,ssp585
2068,9,0.06,CNRM-CM6-1-HR,ssp585
2069,3,12.777,CNRM-CM6-1-HR,ssp585
2069,9,0.208,CNRM-CM6-1-HR,ssp585
2070,3,13.027,CNRM-CM6-1-HR,ssp585
2070,9,0.347,CNRM-CM6-1-HR,ssp585
2071,3,12.431,CNRM-CM6-1-HR,ssp585
2071,9,0,CNRM-CM6-1-HR,ssp585
2072,3,12.652,CNRM-CM6-1-HR,ssp585
2072,9,1.204,CNRM-CM6-1-HR,ssp585
2073,3,12.411,CNRM-CM6-1-HR,ssp585
2073,9,0.005,CNRM-CM6-1-HR,ssp585
2074,3,11.729,CNRM-CM6-1-HR,ssp585
2074,9,0.005,CNRM-CM6-1-HR,ssp585
2075,3,11.691,CNRM-CM6-1-HR,ssp585
2075,9,0.316,CNRM-CM6-1-HR,ssp585
2076,3,11.579,CNRM-CM6-1-HR,ssp585
2076,9,0,CNRM-CM6-1-HR,ssp585
2077,3,11.403,CNRM-CM6-1-HR,ssp585
2077,9,0.021,CNRM-CM6-1-HR,ssp585
2078,3,11.351,CNRM-CM6-1-HR,ssp585
2078,9,0,CNRM-CM6-1-HR,ssp585
2079,3,11.447,CNRM-CM6-1-HR,ssp585
2079,9,0,CNRM-CM6-1-HR,ssp585
2080,3,11.531,CNRM-CM6-1-HR,ssp585
2080,9,0.005,CNRM-CM6-1-HR,ssp585
2081,3,11.534,CNRM-CM6-1-HR,ssp585
2081,9,0.017,CNRM-CM6-1-HR,ssp585
2082,3,11.939,CNRM-CM6-1-HR,ssp585
2082,9,0,CNRM-CM6-1-HR,ssp585
2083,3,11.63,CNRM-CM6-1-HR,ssp585
2083,9,0.003,CNRM-CM6-1-HR,ssp585
2084,3,11.236,CNRM-CM6-1-HR,ssp585
2084,9,0.001,CNRM-CM6-1-HR,ssp585
2085,3,11.095,CNRM-CM6-1-HR,ssp585
2085,9,0,CNRM-CM6-1-HR,ssp585
2086,3,11.142,CNRM-CM6-1-HR,ssp585
2086,9,0,CNRM-CM6-1-HR,ssp585
2087,3,10.849,CNRM-CM6-1-HR,ssp585
2087,9,0,CNRM-CM6-1-HR,ssp585
2088,3,10.777,CNRM-CM6-1-HR,ssp585
2088,9,0,CNRM-CM6-1-HR,ssp585
2089,3,10.837,CNRM-CM6-1-HR,ssp585
2089,9,0.003,CNRM-CM6-1-HR,ssp585
2090,3,10.938,CNRM-CM6-1-HR,ssp585
2090,9,0,CNRM-CM6-1-HR,ssp585
2091,3,10.976,CNRM-CM6-1-HR,ssp585
2091,9,0,CNRM-CM6-1-HR,ssp585
2092,3,11.041,CNRM-CM6-1-HR,ssp585
2092,9,0,CNRM-CM6-1-HR,ssp585
2093,3,10.602,CNRM-CM6-1-HR,ssp585
2093,9,0,CNRM-CM6-1-HR,ssp585
2094,3,10.523,CNRM-CM6-1-HR,ssp585
2094,9,0.003,CNRM-CM6-1-HR,ssp585
2095,3,9.57,CNRM-CM6-1-HR,ssp585
2095,9,0,CNRM-CM6-1-HR,ssp585
2096,3,9.788,CNRM-CM6-1-HR,ssp585
2096,9,0,CNRM-CM6-1-HR,ssp585
2097,3,10.27,CNRM-CM6-1-HR,ssp585
2097,9,0,CNRM-CM6-1-HR,ssp585
2098,3,9.723,CNRM-CM6-1-HR,ssp585
2098,9,0,CNRM-CM6-1-HR,ssp585
2099,3,9.854,CNRM-CM6-1-HR,ssp585
2099,9,0,CNRM-CM6-1-HR,ssp585
2100,3,9.411,CNRM-CM6-1-HR,ssp585
2100,9,0,CNRM-CM6-1-HR,ssp585
1979,3,16.184,CNRM-ESM2-1,ssp245
1979,9,4.369,CNRM-ESM2-1,ssp245
1980,3,16.133,CNRM-ESM2-1,ssp245
1980,9,6.155,CNRM-ESM2-1,ssp245
1981,3,16.231,CNRM-ESM2-1,ssp245
1981,9,5.814,CNRM-ESM2-1,ssp245
1982,3,15.714,CNRM-ESM2-1,ssp245
1982,9,4.939,CNRM-ESM2-1,ssp245
1983,3,16.008,CNRM-ESM2-1,ssp245
1983,9,5.821,CNRM-ESM2-1,ssp245
1984,3,15.786,CNRM-ESM2-1,ssp245
1984,9,5.993,CNRM-ESM2-1,ssp245
1985,3,15.745,CNRM-ESM2-1,ssp245
1985,9,5.933,CNRM-ESM2-1,ssp245
1986,3,15.675,CNRM-ESM2-1,ssp245
1986,9,5.34,CNRM-ESM2-1,ssp245
1987,3,15.278,CNRM-ESM2-1,ssp245
1987,9,5.062,CNRM-ESM2-1,ssp245
1988,3,15.517,CNRM-ESM2-1,ssp245
1988,9,4.08,CNRM-ESM2-1,ssp245
1989,3,15.173,CNRM-ESM2-1,ssp245
1989,9,4.589,CNRM-ESM2-1,ssp245
1990,3,15.137,CNRM-ESM2-1,ssp245
1990,9,4.937,CNRM-ESM2-1,ssp245
1991,3,15.386,CNRM-ESM2-1,ssp245
1991,9,5.154,CNRM-ESM2-1,ssp245
1992,3,15.206,CNRM-ESM2-1,ssp245
1992,9,5.071,CNRM-ESM2-1,ssp245
1993,3,15.143,CNRM-ESM2-1,ssp245
1993,9,5.709,CNRM-ESM2-1,ssp245
1994,3,15.364,CNRM-ESM2-1,ssp245
1994,9,6.133,CNRM-ESM2-1,ssp245
1995,3,15.503,CNRM-ESM2-1,ssp245
1995,9,4.723,CNRM-ESM2-1,ssp245
1996,3,15.643,CNRM-ESM2-1,ssp245
1996,9,5.342,CNRM-ESM2-1,ssp245
1997,3,15.72,CNRM-ESM2-1,ssp245
1997,9,5.771,CNRM-ESM2-1,ssp245
1998,3,15.559,CNRM-ESM2-1,ssp245
1998,9,5.686,CNRM-ESM2-1,ssp245
1999,3,15.639,CNRM-ESM2-1,ssp245
1999,9,4.475,CNRM-ESM2-1,ssp245
2000,3,15.312,CNRM-ESM2-1,ssp245
2000,9,5.283,CNRM-ESM2-1,ssp245
2001,3,15.183,CNRM-ESM2-1,ssp245
2001,9,5.51,CNRM-ESM2-1,ssp245
2002,3,15.115,CNRM-ESM2-1,ssp245
2002,9,3.951,CNRM-ESM2-1,ssp245
2003,3,15.312,CNRM-ESM2-1,ssp245
2003,9,2.671,CNRM-ESM2-1,ssp245
2004,3,15.023,CNRM-ESM2-1,ssp245
2004,9,3.976,CNRM-ESM2-1,ssp245
2005,3,14.98,CNRM-ESM2-1,ssp245
2005,9,4.103,CNRM-ESM2-1,ssp245
2006,3,15.2,CNRM-ESM2-1,ssp245
2006,9,4.944,CNRM-ESM2-1,ssp245
2007,3,15.5,CNRM-ESM2-1,ssp245
2007,9,4.046,CNRM-ESM2-1,ssp245
2008,3,15.105,CNRM-ESM2-1,ssp245
2008,9,4.464,CNRM-ESM2-1,ssp245
2009,3,14.874,CNRM-ESM2-1,ssp245
2009,9,4.274,CNRM-ESM2-1,ssp245
2010,3,14.967,CNRM-ESM2-1,ssp245
2010,9,3.744,CNRM-ESM2-1,ssp245
2011,3,14.959,CNRM-ESM2-1,ssp245
2011,9,5.09,CNRM-ESM2-1,ssp245
2012,3,14.712,CNRM-ESM2-1,ssp245
2012,9,3.733,CNRM-ESM2-1,ssp245
2013,3,15.263,CNRM-ESM2-1,ssp245
2013,9,4.878,CNRM-ESM2-1,ssp245
2014,3,15.027,CNRM-ESM2-1,ssp245
2014,9,4.16,CNRM-ESM2-1,ssp245
2015,3,15.036,CNRM-ESM2-1,ssp245
2015,9,5.372,CNRM-ESM2-1,ssp245
2016,3,14.973,CNRM-ESM2-1,ssp245
2016,9,4.387,CNRM-ESM2-1,ssp245
2017,3,14.959,CNRM-ESM2-1,ssp245
2017,9,4.415,CNRM-ESM2-1,ssp245
2018,3,14.956,CNRM-ESM2-1,ssp245
2018,9,3.686,CNRM-ESM2-1,ssp245
2019,3,14.881,CNRM-ESM2-1,ssp245
2019,9,4.829,CNRM-ESM2-1,ssp245
2020,3,14.989,CNRM-ESM2-1,ssp245
2020,9,4.08,CNRM-ESM2-1,ssp245
2021,3,14.991,CNRM-ESM2-1,ssp245
2021,9,4.239,CNRM-ESM2-1,ssp245
2022,3,15.104,CNRM-ESM2-1,ssp245
2022,9,2.888,CNRM-ESM2-1,ssp245
2023,3,14.857,CNRM-ESM2-1,ssp245
2023,9,4.034,CNRM-ESM2-1,ssp245
2024,3,14.673,CNRM-ESM2-1,ssp245
2024,9,4.029,CNRM-ESM2-1,ssp245
2025,3,15.032,CNRM-ESM2-1,ssp245
2025,9,4.224,CNRM-ESM2-1,ssp245
2026,3,15.357,CNRM-ESM2-1,ssp245
2026,9,3.613,CNRM-ESM2-1,ssp245
2027,3,14.971,CNRM-ESM2-1,ssp245
2027,9,3.905,CNRM-ESM2-1,ssp245
2028,3,15.229,CNRM-ESM2-1,ssp245
2028,9,4.233,CNRM-ESM2-1,ssp245
2029,3,14.961,CNRM-ESM2-1,ssp245
2029,9,1.14,CNRM-ESM2-1,ssp245
2030,3,15.164,CNRM-ESM2-1,ssp245
2030,9,3.387,CNRM-ESM2-1,ssp245
2031,3,15.276,CNRM-ESM2-1,ssp245
2031,9,2.712,CNRM-ESM2-1,ssp245
2032,3,15.103,CNRM-ESM2-1,ssp245
2032,9,4.005,CNRM-ESM2-1,ssp245
2033,3,15.18,CNRM-ESM2-1,ssp245
2033,9,2.943,CNRM-ESM2-1,ssp245
2034,3,15.165,CNRM-ESM2-1,ssp245
2034,9,4.242,CNRM-ESM2-1,ssp245
2035,3,15.664,CNRM-ESM2-1,ssp245
2035,9,4.938,CNRM-ESM2-1,ssp245
2036,3,15.285,CNRM-ESM2-1,ssp245
2036,9,2.85,CNRM-ESM2-1,ssp245
